StudentID,grad_year,sex,first_gen,admit_type,terms_enrl_ct,studied_away,major_ct,major1,major2,major3,major1_division,major2_division,major3_division,maj_Art,maj_Music,maj_TheaterDance,maj_AsianLanguagesCultures,maj_Classics,maj_English,maj_French,maj_German,maj_Russian,maj_History,maj_Linguistics,maj_Philosophy,maj_ReligiousStudies,maj_SpanishPortuguese,maj_AmericanStudies,maj_EducationalStudies,maj_EnvironmentalStudies,maj_InternationalStudies,maj_LatinAmericanStudies,maj_MediaCulturalStudies,maj_WomenGenderSexualityStudies,maj_Biology,maj_Chemistry,maj_Geology,maj_Mathematics,maj_NeuroscienceStudies,maj_Physics,maj_ComputerScience,maj_Anthropology,maj_Economics,maj_Geography,maj_PoliticalScience,maj_Psychology,maj_Sociology,concentration_ct,Conc1Desc,Conc2Desc,prefix_count,tot_enroll_ct,FineArts_count,Humanities_count,Interdisciplinary_count,NatScienceandMath_count,SocialSciences_count,NonDivisional_count,FineArts_3orfewer,Humanities_3orfewer,Interdisciplinary_3orfewer,NatScienceandMath_3orfewer,SocialSciences_3orfewer
1385,2015-16,M, ,FYR,8,0,2,Computer Science,Mathematics, ,Natural Sciences and Mathematics,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0, , ,9,31,0,5,1,22,3,0,1,0,1,0,1
1386,2015-16,F, ,FYR,8,1,1,Neuroscience Studies, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, , ,15,36,5,2,1,19,8,1,0,1,1,0,0
1387,2015-16,F, ,FYR,8,1,1,Environmental Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Legal Studies, ,16,35,1,8,15,1,9,1,1,0,0,1,0
1388,2015-16,F, ,FYR,8,1,1,Mathematics, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, , ,15,40,11,3,2,16,7,1,0,1,1,0,0
1389,2015-16,M, ,FYR,8,0,1,Theater and Dance, , ,Fine Arts, , ,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,44,31,6,2,2,1,2,0,0,1,1,1
1390,2015-16,M, ,FYR,8,0,2,Mathematics,Economics, ,Natural Sciences and Mathematics,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0, , ,11,32,2,3,0,13,13,1,1,1,1,0,0
1391,2015-16,M, ,FYR,8,0,2,Physics,Mathematics, ,Natural Sciences and Mathematics,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0, , ,10,31,2,6,0,21,2,0,1,0,1,0,1
1392,2015-16,F, ,FYR,8,0,2,Mathematics,Computer Science, ,Natural Sciences and Mathematics,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0, , ,11,51,8,8,1,20,7,7,0,0,1,0,0
1393,2015-16,M, ,FYR,8,1,1,Computer Science, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, , ,11,33,1,6,1,24,1,0,1,0,1,0,1
1394,2015-16,F, ,FYR,8,1,2,Economics,Mathematics, ,Social Sciences,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0, , ,11,48,12,4,4,8,14,6,0,0,0,0,0
1395,2016-17,F, ,FYR,10,1,2,Mathematics,Computer Science, ,Natural Sciences and Mathematics,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0, , ,11,53,15,1,1,26,5,5,0,1,1,0,0
1396,2015-16,F, ,FYR,8,1,1,Latin American Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Community & Global Health, ,18,36,4,7,14,2,6,3,0,0,0,1,0
1397,2015-16,M, ,FYR,8,0,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,16,33,2,5,2,22,1,1,1,0,1,0,1
1398,2015-16,M, ,FYR,8,0,1,Computer Science, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, , ,15,32,1,6,1,14,10,0,1,0,1,0,0
1399,2017-18,M, ,TRN, ,0,1,Philosophy, , ,Humanities, , ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,9,24,1,17,0,2,4,0,1,0,1,1,0
1400,2015-16,F, ,FYR,8,1,1,Geography, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Community & Global Health, ,14,35,1,7,2,3,17,5,1,0,1,1,0
1401,2015-16,M, ,FYR,8,0,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,9,35,4,8,0,21,2,0,0,0,1,0,1
1402,2015-16,M, ,FYR,8,0,2,Political Science,Psychology, ,Social Sciences,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0, , ,7,32,2,4,0,3,23,0,1,0,1,1,0
1403,2015-16,F, ,FYR,8,0,2,Economics,Psychology, ,Social Sciences,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0, , ,9,35,2,1,0,4,24,4,1,1,1,0,0
1404,2015-16,F, ,FYR,8,0,2,Media and Cultural Studies,English, ,Interdisciplinary,Humanities, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,9,33,5,16,8,2,2,0,0,0,0,1,1
1405,2013-14,F, ,TRN, ,0,2,Economics,Mathematics, ,Social Sciences,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0, , ,9,21,0,3,1,8,6,3,1,1,1,0,0
1406,2015-16,F, ,FYR,8,0,1,Chemistry, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,53,22,4,1,21,2,3,0,0,1,0,1
1407,2015-16,F, ,FYR,8,1,1,Geology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, , ,10,34,1,4,1,25,3,0,1,0,1,0,1
1408,2015-16,F, ,FYR,8,0,1,Psychology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,16,38,2,3,6,4,18,5,1,1,0,0,0
1409,2015-16,M, ,FYR,8,1,2,Classics,Art, ,Humanities,Fine Arts, ,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,34,14,12,1,3,3,1,0,0,1,1,1
1410,2015-16,F, ,FYR,8,1,1,English, , ,Humanities, , ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,14,33,3,19,2,2,4,3,1,0,1,1,0
1411,2015-16,F, ,FYR,8,1,1,Anthropology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, , ,11,32,1,10,0,4,14,3,1,0,1,0,0
1412,2015-16,M, ,FYR,8,0,1,Mathematics, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, , ,13,33,5,10,1,11,3,3,0,0,1,0,1
1413,2016-17,F, ,FYR,10,1,1,Geography, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , ,12,31,2,7,4,1,14,3,1,0,0,1,0
1414,2015-16,F, ,FYR,8,0,1,Philosophy, , ,Humanities, , ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,10,34,1,12,1,3,14,3,1,0,1,1,0
1415,2015-16,F, ,FYR,8,0,2,Physics,Computer Science, ,Natural Sciences and Mathematics,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0, , ,8,37,1,2,2,30,2,0,1,1,1,0,1
1416,2015-16,F, ,FYR,8,0,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,Community & Global Health, ,16,40,1,3,4,23,2,7,1,1,0,0,1
1417,2015-16,F, ,FYR,8,0,1,Chemistry, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, , ,10,36,1,7,0,25,3,0,1,0,1,0,1
1418,2015-16,F, ,FYR,8,0,2,International Studies,Economics, ,Interdisciplinary,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , ,9,43,3,4,6,4,20,6,1,0,0,0,0
1419,2015-16,F, ,FYR,8,0,2,Psychology,Mathematics, ,Social Sciences,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0, , ,10,44,7,1,0,15,16,5,0,1,1,0,0
1420,2015-16,M, ,FYR,8,1,1,Neuroscience Studies, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, , ,11,36,1,9,0,20,5,1,1,0,1,0,0
1421,2015-16,F, ,FYR,8,0,1,Psychology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,12,32,1,4,7,2,18,0,1,0,0,1,0
1422,2015-16,F, ,FYR,8,1,1,Psychology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,14,42,14,11,1,2,14,0,0,0,1,1,0
1423,2015-16,M, ,FYR,8,1,2,English,Psychology, ,Humanities,Social Sciences, ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,9,32,0,15,0,2,11,4,1,0,1,1,0
1424,2015-16,F, ,FYR,8,1,2,Economics,Art, ,Social Sciences,Fine Arts, ,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , ,10,48,24,3,0,5,10,6,0,1,1,0,0
1425,2015-16,F, ,FYR,8,1,2,Asian Languages and Cultures,Mathematics, ,Humanities,Natural Sciences and Mathematics, ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, , ,10,34,1,17,0,11,5,0,1,0,1,0,0
1426,2016-17,F,not first gen,FYR,8,1,2,Media and Cultural Studies,International Studies, ,Interdisciplinary,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,14,40,7,5,16,4,5,3,0,0,0,0,0
1427,2016-17,M,first gen,FYR,8,0,1,Religious Studies, , ,Humanities, , ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Critical Theory, ,13,34,2,21,1,2,6,2,1,0,1,1,0
1428,2016-17,F, ,FYR,10,0,1,Media and Cultural Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,28,1,12,10,2,1,2,1,0,0,1,1
1429,2015-16,F, ,FYR,8,1,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,36,1,11,14,1,6,3,1,0,0,1,0
1430,2016-17,M, ,FYR,10,0,2,Economics,Mathematics, ,Social Sciences,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0, , ,11,32,0,7,1,12,11,1,1,0,1,0,0
1431,2016-17,M, ,FYR,10,0,1,Music, , ,Fine Arts, , ,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,9,56,38,4,0,7,6,1,0,0,1,0,0
1432,2015-16,M, ,FYR,8,0,1,Chemistry, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,39,0,8,0,25,2,4,1,0,1,0,1
1433,2015-16,M, ,FYR,8,0,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,32,1,6,0,21,4,0,1,0,1,0,0
1434,2015-16,M, ,FYR,8,0,2,Philosophy,Art, ,Humanities,Fine Arts, ,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,37,16,12,2,3,2,2,0,0,1,1,1
1435,2015-16,M, ,FYR,8,0,2,Economics,Mathematics, ,Social Sciences,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0, , ,7,40,1,2,0,20,15,2,1,1,1,0,0
1436,2015-16,M, ,FYR,8,0,1,Classics, , ,Humanities, , ,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,32,0,16,1,10,4,1,1,0,1,0,0
1437,2015-16,M, ,FYR,8,0,1,Physics, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0, , ,9,36,2,4,0,27,3,0,1,0,1,0,1
1438,2015-16,M, ,FYR,8,0,1,American Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,13,34,2,3,14,2,11,2,1,1,0,1,0
1439,2015-16,F, ,FYR,8,1,1,Anthropology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,African Studies, ,14,33,5,7,2,2,15,2,0,0,1,1,0
1440,2015-16,F, ,FYR,8,1,2,Spanish/Portuguese (prior Hispanic Studies),Educational Studies, ,Humanities,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,32,1,19,8,2,2,0,1,0,0,1,1
1441,2015-16,F, ,FYR,8,1,1,Computer Science, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, , ,10,36,3,12,1,17,0,3,1,0,1,0,1
1442,2015-16,M, ,FYR,8,0,1,Geology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0, , ,10,28,3,3,0,20,2,0,1,1,1,0,1
1443,2015-16,F, ,FYR,8,0,1,Chemistry, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0, , ,10,35,1,8,2,23,0,1,1,0,1,0,1
1444,2013-14,F, ,TRN, ,0,1,Geography, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , ,9,29,9,1,3,1,11,4,0,1,1,1,0
1445,2014-15,F, ,TRN, ,1,1,Psychology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0, , ,9,33,10,4,0,1,15,3,0,0,1,1,0
1446,2014-15,F, ,TRN, ,1,2,Media and Cultural Studies,Political Science, ,Interdisciplinary,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , ,7,24,4,0,9,1,9,1,0,1,0,1,0
1447,2013-14,M, ,TRN, ,0,1,Political Science, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , ,4,16,0,5,0,1,10,0,1,0,1,1,0
1448,2014-15,F, ,TRN, ,0,1,Neuroscience Studies, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0, , ,10,26,1,0,1,15,9,0,1,1,1,0,0
1449,2014-15,F, ,TRN, ,0,1,Economics, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , ,7,27,5,2,3,3,14,0,0,1,1,1,0
1450,2014-15,F, ,TRN, ,0,2,Music,Religious Studies, ,Fine Arts,Humanities, ,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,7,37,25,8,1,1,0,2,0,0,1,1,1
1451,2014-15,M, ,TRN, ,0,1,American Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,10,31,9,9,8,2,2,1,0,0,0,1,1
1452,2014-15,F, ,TRN, ,1,1,Geography, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , ,7,23,6,0,1,4,8,4,0,1,1,0,0
1453,2015-16,F, ,TRN, ,0,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Critical Theory, ,10,23,2,8,7,1,3,2,1,0,0,1,1
1454,2016-17,F,not first gen,FYR,8,1,1,History, , ,Humanities, , ,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,15,37,6,19,2,2,3,5,0,0,1,1,1
1455,2016-17,F,not first gen,FYR,8,0,1,Economics, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , ,12,32,2,2,1,6,19,2,1,1,1,0,0
1456,2016-17,M,not first gen,FYR,8,0,1,Media and Cultural Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,33,0,9,12,2,8,2,1,0,0,1,0
1457,2016-17,M,first gen,FYR,8,1,2,Political Science,International Studies, ,Social Sciences,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,International Development,Human Rights & Humanitarianism,14,42,2,5,8,3,16,8,1,0,0,1,0
1458,2016-17,F,not first gen,FYR,8,1,1,International Studies, , ,Interdisciplinary, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,10,32,2,17,8,2,2,1,1,0,0,1,1
1459,2016-17,F,not first gen,FYR,8,0,1,Biology, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,9,30,0,4,1,20,5,0,1,0,1,0,0
1460,2016-17,F,not first gen,FYR,8,1,1,Anthropology, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0, , ,13,36,2,4,2,12,11,5,1,0,1,0,0
1461,2016-17,M,not first gen,FYR,8,0,1,Economics, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0, , ,9,30,2,9,0,3,16,0,1,0,1,1,0
1462,2016-17,F,not first gen,FYR,8,1,2,Geography,Environmental Studies, ,Social Sciences,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0, , ,11,34,1,4,13,1,11,4,1,0,0,1,0
1463,2016-17,F,not first gen,FYR,8,1,1,Computer Science, , ,Natural Sciences and Mathematics, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0, , ,10,34,1,10,1,19,1,2,1,0,1,0,1
1464,2016-17,F,not first gen,FYR,8,1,2,International Studies,Asian Languages and Cultures, ,Interdisciplinary,Humanities, ,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,12,33,1,11,8,2,10,1,1,0,0,1,0
1465,2016-17,F,not first gen,FYR,8,1,1,Political Science, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0, , ,13,34,1,3,12,1,15,2,1,1,0,1,0
1466,2016-17,F,not first gen,FYR,8,0,2,Art,Religious Studies, ,Fine Arts,Humanities, ,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,11,40,17,9,1,2,4,7,0,0,1,1,0
1467,2016-17,F,not first gen,FYR,8,1,2,International Studies,Spanish/Portuguese (prior Hispanic Studies), ,Interdisciplinary,Humanities, ,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,15,38,2,20,6,3,4,3,1,0,0,1,0
1468,2016-17,F,not first gen,FYR,8,1,2,Computer Science,Neuroscience Studies, ,Natural Sciences and Mathematics,Natural Sciences and Mathematics, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0, , ,11,47,8,1,0,30,5,3,0,1,1,0,0
1469,2016-17,M,not first gen,FYR,8,1,2,International Studies,Religious Studies, ,Interdisciplinary,Humanities, ,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,Middle East St Islamic Civ,Critical Theory,11,40,6,13,7,1,7,6,0,0,0,1,0
1470,2016-17,F,not first gen,FYR,8,1,1,English, , ,Humanities, , ,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0, , ,8,29,1,19,0,2,6,1,1,0,1,1,0
1471,2016-17,M,not first gen,FYR,8,1,2,International Studies,Political Science, ,Interdisciplinary,Social Sciences, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,Human Rights & Humanitarianism, ,11,36,5,4,10,2,13,2,0,0,0,1,0
1472,2016-17,F,not first gen,FYR,8,1,2,Mathematics,Educational Studies, ,Natural Sciences and Mathematics,Interdisciplinary, ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0, , ,11,35,0,11,8,11,3,2,1,0,0,0,1
1473,2016-17,F,not first gen,FYR,8,1,1,Geography, , ,Social Sciences, , ,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,Urban Studies, ,15,42,12,7,1,5,14,3,0,0,1,0,0
1474,2016-17,F,not first gen,FYR,8,0,1,Philosophy, , ,Humanities, , ,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,Community & Global Health, ,12,30,1,11,1,11,4,2,1,0,1,0,0
